Gene,Btz1,Btz2,X3MA1,X3MA2,Comb1,Comb2,DMSO1,DMSO2,Avg_Btz,Avg_3MA,Avg_Comb,Avg_DMSO,Btz/DMSO,3MA/DMSO,Comb/DMSO,plasma membrane [GO:0005886],cytosol [GO:0005829],extracellular exosome [GO:0070062],mitochondrion [GO:0005739],endosome [GO:0005768],Golgi apparatus [GO:0005794],lysosome [GO:0005764],nucleolus [GO:0005730],nucleoplasm [GO:0005654],endoplasmic reticulum [GO:0005783],peroxisome [GO:0005777],cytoskeleton [GO:0005856],centrosome [GO:0005813],spliceosomal complex [GO:0005681],proteasome complex [GO:0000502],ribosome [GO:0005840],vacuole [GO:0005773]
ACO2,2558122.791,2496416.244,2509911.687,2327920.411,1859390.984,2015394.376,3981787.912,3901182.492,2527269.517,2418916.049,1937392.68,3941485.202,0.641197261,0.613706744,0.491538743,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT11,2546059.591,2347583.111,2561557.872,2532483.927,1972984.462,2115279.355,3379802.595,3376120.613,2446821.351,2547020.9,2044131.909,3377961.604,0.724348479,0.754011205,0.605137698,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOT7,6372486.654,6052101.307,5272207.332,4878547.892,4406770.025,4536520.828,9700036.225,8511368.161,6212293.98,5075377.612,4471645.426,9105702.193,0.682242165,0.557384538,0.491081888,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ACP3,7819846.058,6390043.087,5432205.959,5010204.728,6301787.551,5639937.897,9025255.754,10059595.44,7104944.572,5221205.344,5970862.724,9542425.596,0.744563791,0.54715704,0.625717504,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ACSL1,62131487.14,58959445.26,43524143.6,40005603.96,39376407.63,60633327.5,62071480.03,61279434.41,60545466.2,41764873.78,50004867.57,61675457.22,0.981678433,0.677171693,0.810774169,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ACSL3,13226600.96,10449606.41,11438655.9,10502772.95,9287898.747,9255526.701,12726227.35,14674984.42,11838103.68,10970714.43,9271712.724,13700605.89,0.864056946,0.800746662,0.676737423,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ACSL4,35625734.36,36403295.41,37295655.54,39430320.91,37305604.23,41372555.41,36350143.14,36738867,36014514.89,38362988.23,39339079.82,36544505.07,0.985497404,1.049760782,1.07647045,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ACSL5,5261530.459,5095426.395,4715791.228,5219489.597,4714596.418,5083359.868,6678288.261,6789059.539,5178478.427,4967640.413,4898978.143,6733673.9,0.769042057,0.737731064,0.727534213,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
ACTA2,368562904.7,413842308.1,365591405.9,355051910.7,258274420.8,312541044.5,547224429.4,511571370.2,391202606.4,360321658.3,285407732.7,529397899.8,0.738957609,0.680625402,0.539117614,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTBL2,4459781.774,5625723.125,4851506.777,3827418.029,3137342.944,2792532.154,4613281.914,5159310.303,5042752.449,4339462.403,2964937.549,4886296.109,1.032019415,0.8880883,0.606786303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1,426086438.7,442139041.6,289158742.2,271991076.5,290140757.9,270177028.1,681432611.6,686092155.9,434112740.1,280574909.3,280158893,683762383.8,0.634888304,0.410339785,0.409731362,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACTL6A,6593330.438,7763764.786,5699230.739,5826384.966,5709581.05,5174254.917,10902455.48,9986440.816,7178547.612,5762807.852,5441917.984,10444448.15,0.687307506,0.551758003,0.521034516,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ACTN1,25045171.25,25306507.23,18660604.65,19519177.56,18504729.38,20134447.23,29551174.97,29668626.05,25175839.24,19089891.11,19319588.31,29609900.51,0.85025072,0.644713112,0.652470558,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN4,304991719.1,334314000.7,253565369.3,245828774.2,259214888.5,286899130.7,329434208.2,324622419.4,319652859.9,249697071.7,273057009.6,327028313.8,0.977447048,0.763533496,0.83496443,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR10,3129836.07,3397994.55,2322446.8,4106381.225,2796031.773,2504836.604,3055175.41,3119360.444,3263915.31,3214414.012,2650434.188,3087267.927,1.057218028,1.041184014,0.858504753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR1A,1604834.856,1482574.488,1229008.873,1236469.164,1179143.072,1354663.042,1937313.156,2045861.328,1543704.672,1232739.019,1266903.057,1991587.242,0.775112754,0.618973145,0.636127321,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ACTR2,140338753.6,141693813,110350867.7,117745040.1,121906151.4,143082258.8,153976868.7,147398143.9,141016283.3,114047953.9,132494205.1,150687506.3,0.935819344,0.756850762,0.8792647,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3,89819992.9,45572151.44,42462809.04,49561359.29,33340178.48,37385339.19,80436501.4,68926387.66,67696072.17,46012084.16,35362758.83,74681444.53,0.906464418,0.616111331,0.47351466,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR5,3245375.9,2911647.417,2794069.374,3059687.358,2415254.591,2447188.625,4037311.213,4567500.233,3078511.658,2926878.366,2431221.608,4302405.723,0.715532624,0.680288786,0.565084226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ACTR6,5022206.147,4972364.9,3125462.468,3190435.67,4081541.732,4461664.848,4970064.304,5258320.532,4997285.524,3157949.069,4271603.29,5114192.418,0.977140693,0.617487339,0.83524493,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
ACY1,7749027.648,7483224.99,6629945.379,7435738.81,6490582.181,7161865.28,8245882.513,9031623.269,7616126.319,7032842.095,6826223.73,8638752.891,0.881623356,0.814103862,0.790186248,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADA2,5392883.92,5210596.769,4928984.236,5053841.118,5289209.486,6077783.629,5918790.604,5773718.064,5301740.344,4991412.677,5683496.558,5846254.334,0.90686105,0.853779598,0.972160333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM10,13169962.11,13408930.31,12279197.25,12586523.38,11041209.62,12444954.53,16520981.11,16626027.63,13289446.21,12432860.31,11743082.08,16573504.37,0.801848898,0.750164844,0.708545508,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ADAM17,13582874.62,9160710.761,6514030.183,6686097.381,6628275.288,6583115.219,10788948.31,11289965.51,11371792.69,6600063.782,6605695.254,11039456.91,1.03010436,0.597861275,0.598371397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMDEC1,1553565.723,1728810.319,1768515.806,1298174.932,1241485.001,1858635.643,3995287.828,4041568.653,1641188.021,1533345.369,1550060.322,4018428.241,0.408415411,0.381578388,0.385737962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS2,347031.5559,293644.5156,257328.4503,278165.8933,264707.4175,246690.7986,356102.934,357520.7978,320338.0357,267747.1718,255699.1081,356811.8659,0.897778539,0.750387522,0.71662165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS3,4020825.271,3720569.014,3382647.319,3359606.321,3036846.608,3397764.743,4166096.81,4363369.992,3870697.142,3371126.82,3217305.676,4264733.401,0.907605887,0.790466016,0.754397842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAP1,3088129.933,3023693.641,2438930.413,2343198.079,2098169.853,2389977.478,3919735.073,4187872.513,3055911.787,2391064.246,2244073.665,4053803.793,0.753838109,0.589832258,0.553572343,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,45208054.75,45622425.42,30270859.06,28077878.26,31985757.32,35713115.78,54590229.09,52011277.5,45415240.08,29174368.66,33849436.55,53300753.3,0.852056252,0.547353778,0.635064881,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
ADCY3,1221629.02,1239826.077,1118901.619,1167412.387,1060982.449,1006055.427,1489642.361,1575322.612,1230727.548,1143157.003,1033518.938,1532482.486,0.803094038,0.745951104,0.674408319,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ADCY9,19412716.38,20489091.99,12844672.03,12734122.05,15283593.69,16620296.01,18820724.64,19249511.09,19950904.18,12789397.04,15951944.85,19035117.87,1.048110357,0.67188431,0.838027112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD1,8870686.102,9677280.322,5904557.683,5947911.225,7825666.631,7211821.915,10281161.36,11269502.16,9273983.212,5926234.454,7518744.273,10775331.76,0.860667998,0.549981624,0.697773808,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ADD2,15011247.13,16536361.51,9622627.373,10492362.81,11107910.18,10581193.71,18428727.95,17256964.47,15773804.32,10057495.09,10844551.94,17842846.21,0.884040816,0.563671007,0.607781506,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ADD3,665214.9319,412284.7378,465680.8751,484282.6954,386014.5183,421349.8936,700964.6873,714758.8983,538749.8349,474981.7852,403682.206,707861.7928,0.761094666,0.671009214,0.570283931,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ADGRE2,1754265.579,1604854.364,1716288.471,1791816.913,1450804.312,1527452.966,2260282.046,2534679.422,1679559.971,1754052.692,1489128.639,2397480.734,0.70055202,0.731623269,0.621122255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRE5,2098122.962,2235718.276,1856837.577,1804839.424,1902095.262,1681901.748,3350522.982,3523155.224,2166920.619,1830838.5,1791998.505,3436839.103,0.630498127,0.532709983,0.521408903,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRL2,3344135.914,3253665.046,2738714.157,2547167.198,2950305.173,3170200.152,3500462.353,3582468.348,3298900.48,2642940.677,3060252.663,3541465.351,0.931507202,0.746284494,0.864120459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH5,22211706.22,21392408,16077157.86,16534625.3,15266272.79,17099485.62,26355850.33,25229274.91,21802057.11,16305891.58,16182879.2,25792562.62,0.845284644,0.632193544,0.627424248,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI1,947116.6608,899461.6392,603992.5929,593278.9041,625115.5988,649125.2734,912702.3271,946933.2749,923289.15,598635.7485,637120.4361,929817.801,0.99297857,0.643820486,0.685209979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK,502497.151,498920.3713,450312.7088,426321.1113,363026.4152,387880.173,653515.9582,685073.2721,500708.7611,438316.9101,375453.2941,669294.6152,0.748114134,0.654893824,0.560968646,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ADNP,6464065.683,6276054.765,5353047.681,5397343.128,4499028.053,4477954.482,8572238.944,8365868.978,6370060.224,5375195.405,4488491.268,8469053.961,0.752157237,0.63468664,0.529987327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADPRS,3670553.829,3446058.511,2556370.274,2470959.824,2257898.575,2587046.251,4681021.073,4734948.065,3558306.17,2513665.049,2422472.413,4707984.569,0.755802428,0.533915312,0.514545529,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ADRM1,148877118.6,126595228.9,79351694.08,81964733.71,86569830.78,99267974.58,137820696.6,150063611.9,137736173.8,80658213.89,92918902.68,143942154.2,0.956885594,0.560351582,0.645529471,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ADSL,13808833.91,13242256.15,7992194.279,8088893.506,8379993.872,8293826.417,12115497.27,12771911.61,13525545.03,8040543.893,8336910.145,12443704.44,1.086938789,0.646153557,0.669970119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSS2,2221233.171,2210851.732,1727617.633,1808600.828,1659275.348,1625519.614,4468830.078,4587186.696,2216042.451,1768109.23,1642397.481,4528008.387,0.489407762,0.390482764,0.36271962,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFF1,4014100.602,3639560.137,2883434.623,2984127.1,3043437.566,3010425.167,4460378.824,4475004.805,3826830.369,2933780.862,3026931.366,4467691.815,0.856556479,0.656665899,0.677515704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFF2,1663152.143,1800044.63,1512049.688,1740178.341,1643773.53,1555139.655,1795965.92,1766166.9,1731598.387,1626114.015,1599456.593,1781066.41,0.972225616,0.913000215,0.898033102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFF4,1840199.99,1580232.874,1493273.005,1666779.054,1273322.709,1534138.371,2215498.676,2226880.527,1710216.432,1580026.029,1403730.54,2221189.601,0.769955177,0.711342259,0.631972407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AFG1L,2279674.687,2192366.842,2232334.106,2436384.084,1875403.732,2044369.863,2812349.925,2986892.904,2236020.764,2334359.095,1959886.798,2899621.414,0.771142313,0.80505651,0.675911272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG3L2,11727251.62,11982273.3,9946175.444,9778654.448,9516681.778,9916388.332,13155025.33,13151955.9,11854762.46,9862414.946,9716535.055,13153490.61,0.901263612,0.749794502,0.738703918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AFTPH,23606263.61,23928755.32,18780692.33,18754161.16,18474791.51,18923930.89,29437760.43,29177745.44,23767509.46,18767426.75,18699361.2,29307752.94,0.810963212,0.640357068,0.638034627,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
AGAP2,4987645.838,4748504.238,3235548.912,3437881.415,3814674.085,3873032.884,5161132.406,5429220.836,4868075.038,3336715.164,3843853.485,5295176.621,0.919341391,0.630142373,0.72591601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGFG1,1287095.608,1269991.399,1074378.225,1111435.834,1071028.624,1056658.783,1610613.885,1697041.813,1278543.503,1092907.03,1063843.703,1653827.849,0.773081373,0.66083482,0.643261452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGL,6522766.542,6157039.115,5416670.995,5407812.504,5085402.998,5873675.107,7425462.296,7443366.763,6339902.828,5412241.75,5479539.053,7434414.529,0.852777687,0.727998382,0.737050514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO2,12535214.02,12657110.89,13374944.73,13088523.66,11908499.33,13591804.3,14836939.87,14757305.43,12596162.46,13231734.2,12750151.82,14797122.65,0.851257555,0.894209943,0.861664265,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AGO4,2486952.219,2271519.134,2120909.822,2247089.39,1931266.88,2214901.715,2757189.49,2969666.852,2379235.676,2183999.606,2073084.297,2863428.171,0.830904613,0.762721981,0.723986835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGPAT5,8537102.193,8372624.362,6474550.281,6420869.613,7290773.46,7199600.662,9209969.904,9956902.091,8454863.278,6447709.947,7245187.061,9583435.997,0.882237152,0.672797309,0.75601142,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
AGPS,9521387.9,8845248.458,7272417.753,7874266.334,6437869.011,6819103.226,12433649.24,12724398.57,9183318.179,7573342.044,6628486.118,12579023.9,0.730050142,0.602061186,0.526947573,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
AGT,15583924.29,16133075.39,13257324.91,13993078.73,12492354.47,12355231.65,20097333.64,20220683.04,15858499.84,13625201.82,12423793.06,20159008.34,0.786670632,0.675886511,0.616289891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGTPBP1,2336745.965,2470285.64,1709459.449,1764107.874,1578832.327,1609225.478,2848143.531,2815645.735,2403515.803,1736783.662,1594028.902,2831894.633,0.848730661,0.613293885,0.562884255,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
AHCTF1,60745797.14,64752463.65,42063913.03,40834501.24,50635775.36,53298394.46,68000526.51,66730754.94,62749130.4,41449207.13,51967084.91,67365640.72,0.931470847,0.615287062,0.771418253,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AHCY,19715017.35,17464657.95,26140899.01,28371724.95,11284907.93,13023296.79,33548534.92,29285600.55,18589837.65,27256311.98,12154102.36,31417067.73,0.591711416,0.867563842,0.386863041,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AHCYL1,52803786.63,51723568.14,44840328.46,45277836.37,42367148.4,46986507.82,59274950.09,57062167.67,52263677.39,45059082.42,44676828.11,58168558.88,0.898486715,0.774629513,0.768058019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHCYL2,3649933.669,3571157.698,3322740.963,3073835.312,2695227.47,3065536.464,4927420.185,5177443.883,3610545.683,3198288.137,2880381.967,5052432.034,0.714615389,0.633019527,0.570098113,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AHI1,417465.6208,410881.9633,286477.4349,310594.9163,376111.1948,383774.0271,451823.8162,437222.1373,414173.7921,298536.1756,379942.611,444522.9768,0.931726398,0.671587727,0.854719848,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AHNAK,2015194359,2041696220,1788457557,1703750608,1903793465,2003312279,2216454725,2103174814,2028445289,1746104082,1953552872,2159814769,0.93917558,0.808450848,0.904500191,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHNAK2,6663031.109,6141251.899,6385191.84,6742680.866,5872571.55,6013106.62,7643639.007,7667798.249,6402141.504,6563936.353,5942839.085,7655718.628,0.836256113,0.857389969,0.776261429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
